YEARWEEK,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York City,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
202103,1.11555,0.820842,1.38355,0.989033,1.27109,0.731373,0.700385,0.561143,3.54773,1.81989,2.32199,0.600109,0.695825,0.70944,0.865022,0.355094,0.701403,1.26688,0.971392,0.462008,1.15186,0.75212,0.273431,0.181794,1.48291,1.0809,0.619798,0.890608,1.21635,0,2.43429,1.41832,1.48119,1.20359,0.932488,1.85,1.03622,3.18277,0.754538,0.766336,5.9988,0.550299,1.99272,0.586224,1.14291,1.57762,0.95076,0.541057,0.238474,1.35416,0.60307,0.51509,0.553154,0.846354
202104,1.31458,0.47619,0.768344,1.12111,1.13856,0.709898,0.678323,0.329218,2.8474,1.71648,2.0798,0.428036,0.769383,0.650296,0.814505,0.454775,0.572634,1.05342,0.834151,0.346451,1.01527,0.74451,0.373324,0.288248,2.47898,1.14844,0.454902,0.765399,1.5291,0.820345,2.39404,1.21924,1.14576,1.12568,0.813543,1.01597,0.80318,2.10297,0.82112,0.684534,1.18074,0.544059,1.80154,0.47824,1.04893,1.40339,0.857159,0.729927,0.113895,1.28778,0.525656,0.81266,0.520762,0.520664
202105,1.37337,0.323974,1.11054,0.927388,1.05363,0.669523,0.530589,0.406669,2.14442,1.67128,2.00613,0.618429,0.842896,0.643881,0.783378,0.461336,0.728934,0.948529,0.817003,0.41404,0.892088,0.56494,0.231826,0.335646,2.05558,0.910087,0.371345,0.772798,0.972424,0.145773,2.18519,0.91954,1.05889,1.0922,0.672707,1.14286,0.728521,1.64435,0.696563,0.696399,5.92814,0.356833,1.57745,0.312373,1.11643,2.42125,0.935285,0.733578,1.002,1.10279,0.530004,0.680054,0.490664,0.449727
202106,1.27459,0.511696,0.644953,1.07589,0.896876,0.747818,0.511167,0.370193,3.03986,1.57965,1.82437,0.267261,0.688791,0.487682,0.828025,0.740584,0.551281,0.746743,0.825517,0.109639,0.796245,0.525871,0.297787,0.23463,1.43172,0.847418,0.526584,0.47474,0.800827,0.335121,1.81818,1.06274,1.02586,1.1199,0.687787,1.1983,0.740871,0.448163,0.630415,0.611252,5.28504,0.260191,1.56429,0.537917,1.01573,1.64613,0.883696,0.633641,1.13798,1.01725,0.660335,0.68112,0.523121,1.04676
202107,0.948261,0.186776,0.618749,0.808489,0.80568,0.729135,0.459269,0.690417,1.67816,1.56978,1.60683,0.217984,0.740418,0.463383,0.778696,0.591564,0.657574,0.522366,0.891951,0.323247,0.839827,0.510005,0.258918,0.29999,1.71947,0.642782,0.437876,0.767873,0.38133,0,1.8901,1.00457,0.87301,0.988151,0.603504,0.780696,0.865677,1.29643,0.600573,0.573083,4.44309,0.393248,1.13586,0.636537,0.940949,2.10627,1.01225,0.506706,0.981354,0.85751,0.505543,0.567713,0.492645,0.551534
202108,1.0061,0.339674,0.693671,0.761057,0.843978,0.704142,0.452641,0.343643,2.03891,1.52344,1.53093,0.569801,0.563674,0.467835,0.713616,0.456337,0.454809,0.532285,0.599112,0.290299,0.722363,0.460251,0.327739,0.269491,1.54266,0.683881,0.409117,0.583378,0.487013,0.1657,1.66458,1.00895,0.805191,0.965468,0.625619,1.20892,0.808181,1.27701,0.550621,0.588268,3.71498,0.366332,1.48253,0.452046,0.803264,1.0305,0.71892,0.470173,0.654818,0.793797,0.539394,0.703613,0.442822,0.470072
202109,0.922419,0.223714,0.672995,0.568468,0.820181,0.586303,0.472971,0.399516,1.97054,1.51643,1.51499,0.947568,0.620873,0.438702,0.663823,0.411353,0.549034,0.545812,0.536545,0.260088,0.744495,0.503864,0.347185,0.349345,1.71422,0.637781,0.421196,0.76693,0.427416,0.0721501,1.77561,0.853906,0.912473,0.910523,0.502757,0.853578,0.79602,0.750939,0.539742,0.648134,3.87097,0.29034,0.827746,0.338429,0.828362,0.840607,0.831236,0.522552,0.581395,0.808022,0.501177,0.624329,0.411645,0.549806
202110,0.991837,0.464784,0.544647,0.707057,0.75457,0.780955,0.725599,0.311526,2.26,1.59782,1.63281,0.104987,0.674044,0.450006,0.631804,0.484414,0.503437,0.768763,0.592593,0.324804,0.676309,0.546581,0.254914,0.26828,1.54578,0.676159,0.269992,0.688953,0.839989,0.13947,2.146,1.13213,0.972795,1.08476,0.572041,1.33556,0.822419,0.837301,0.570793,0.642576,4.88636,0.349744,0.933845,0.410529,0.837285,0.957728,0.972254,0.600209,0.4329,0.856221,0.408719,0.535957,0.520187,0.507786
202111,0.977696,0.524617,0.644614,0.834393,0.739377,0.618067,0.619457,0.243265,2.4033,1.67014,1.63212,0.339312,0.609167,0.477721,0.812685,0.306321,0.568182,0.831298,0.608235,0.256143,0.875558,0.532256,0.219735,0.427115,1.50879,0.683894,0.494917,0.755931,0.869943,0.204918,2.27302,1.27307,1.08844,1.21854,0.537864,1.17484,0.870272,0.66095,0.509709,0.617759,4.6875,0.403744,0.846009,0.435228,0.870515,1.01826,0.819909,0.354052,0.650054,0.874178,0.561026,0.442618,0.497277,0.570559
202112,1.01133,0.455581,0.82653,0.661586,0.810404,0.608941,0.644659,0.275618,1.91825,1.76942,1.45254,0.941176,0.677089,0.573654,0.814197,0.427735,0.590195,0.810734,0.702627,0.314243,0.925435,0.540346,0.318302,0.337838,1.51365,0.737661,0.551524,0.821385,0.853106,0.0708717,2.31988,1.03164,1.01204,1.10798,0.442069,0.934881,0.92511,0.916861,0.586617,0.705017,5.22162,0.354102,0.908334,0.48014,1.00402,1.03076,0.728155,0.453212,0.172712,0.954292,0.599955,0.828685,0.592547,0.492449
202113,0.86463,0.505561,1.33201,0.787638,0.780964,0.70916,0.574398,0.521003,1.57802,1.88876,1.64429,0.45045,0.604138,0.576674,0.808709,0.412621,0.668772,0.656785,0.737773,0.441342,1.02558,0.611114,0.456621,0.350746,0.693963,0.697618,0.287391,1.22751,0.571882,0.132714,2.42753,1.08823,1.08874,1.11379,0.48685,0.995644,0.903189,0.852364,0.623645,0.899675,4.93573,0.223502,0.595523,0.518553,1.02995,1.09897,1.0116,0.488732,0.710771,0.869793,0.551146,0.567275,0.547626,0.687702
202114,1.09112,0.592495,1.03555,0.709868,0.78613,0.840991,0.699552,0.388098,1.73928,2.13248,1.67968,0.306748,0.675543,0.743625,0.892667,0.37144,0.607794,0.723546,0.832548,0.401575,1.1109,0.633889,0.435206,0.359184,1.14709,0.767928,0.376068,1.11516,1.2026,0.216138,2.25406,1.2394,1.24353,1.13655,0.539977,1.27407,0.986367,0.528557,0.651761,0.771391,6.34518,0.345642,0.563949,0.592748,1.0176,1.43881,0.816385,0.452489,0.0610128,0.920005,0.67256,0.737683,0.669867,0.498504
202115,1.14724,0.545785,0.818554,0.829761,0.898389,0.895619,0.623616,0.495731,1.82089,2.34155,1.8644,0.199203,0.832953,0.646482,0.85626,0.540408,0.568232,0.680827,0.788053,0.494034,1.00876,0.544362,0.480327,0.426968,1.5064,0.774501,0.426057,0.937925,0.420816,0.334448,2.22294,1.16503,1.15906,0.997233,0.568556,1.21251,1.0671,0.67527,0.960637,0.858892,6.50794,0.28,0.542636,0.315032,1.09467,1.37112,0.703708,0.61745,0.369004,0.898599,0.697912,0.62968,0.600721,0.455878
202116,1.2795,0.402726,1.00269,0.771172,0.840497,0.994788,0.630006,0.258702,2.28414,2.40529,1.92888,0.868677,0.850735,0.79875,0.930242,0.368664,0.618126,0.911626,0.823631,0.32629,1.04668,0.524562,0.16731,0.422641,1.72187,0.92527,0.429492,1.01261,0.473934,0.295639,1.93213,1.15768,1.25811,1.04069,0.657792,0.891759,1.17056,0.534233,1.00375,0.765988,5.96774,0.384521,0.614562,0.400194,1.20576,1.50096,0.73042,0.339071,0.280899,0.898613,0.653702,0.700631,0.623701,0.666199
202117,1.42807,0.402103,0.993112,1.1167,0.933159,1.04545,0.620818,0.290625,2.1875,2.38805,2.20333,1.11359,0.782668,0.755096,0.995814,0.481085,0.622479,0.715728,1.09822,0.457134,0.997354,0.510864,0.494026,0.471968,1.71355,0.966921,0.518538,0.871648,0.536121,0.405186,1.92565,1.55484,1.17598,0.958793,0.633003,1.10396,1.08514,0.713063,0.753796,0.8263,5.2417,0.268366,0.597558,0.816098,1.25548,1.44488,0.777977,0.552486,0.10929,0.975279,0.77281,0.881286,0.630477,0.829738
202118,1.60701,0.637716,0.964598,1.0597,0.999044,1.01438,0.634098,0.349127,2.53758,2.41342,2.41376,0.505051,0.806085,0.673228,1.02322,0.434075,0.711677,0.957673,1.11806,0.372107,0.826045,0.537107,0.223367,0.460043,2.01872,0.875779,0.746689,1.15779,0.962464,0.283688,1.86388,1.22828,1.17592,0.974999,0.650835,1.02167,1.16257,1.22105,0.751393,0.822883,5.68807,0.285931,0.679631,0.719667,1.27042,1.36473,0.798128,0.634196,0.205761,0.960957,0.71346,0.700509,0.698949,0.725639
202119,1.66154,0.799754,1.14266,1.10761,1.10909,1.14457,0.732169,0.235868,2.68949,2.45543,2.42034,0.796178,0.796555,0.819467,1.17559,0.581549,0.656716,1.00378,1.38668,0.280319,0.85935,0.590751,0.14587,0.43984,2.07787,1.02041,0.484013,1.22819,1.13027,0.213068,1.79697,1.11042,1.39,0.92081,0.583387,0.934579,1.34723,0.571157,0.744834,0.710201,3.61312,0.307283,0.791108,0.876687,1.30817,1.56741,0.928662,0.537634,0.463679,1.05117,0.719202,0.689212,0.629526,0.66143
202120,1.51433,0.830122,0.911444,1.43155,1.10484,1.08512,0.907927,0.464596,2.57235,2.36829,2.62991,0.928454,0.933108,0.769395,1.06671,0.363128,0.790443,1.07274,1.39616,0.312256,0.886205,0.603959,0.229856,0.505586,2.33351,1.06783,0.525253,1.49925,0.966184,0.0774593,1.73259,1.03087,1.22147,1.07941,0.674696,0.830258,1.51646,0.866261,0.599166,0.694197,6.93878,0.298805,0.658281,0.795294,1.37559,1.70683,1.17036,0.414634,0.882353,1.12053,0.757749,0.261175,0.741525,0.597015
202121,1.45723,0.528945,1.13549,1.43963,1.143,1.02796,0.799842,0.391543,3.01847,2.26129,2.48034,0.862895,0.985961,0.703537,1.00196,0.552181,0.594484,0.934691,1.40963,0.311915,0.817521,0.587954,0.111514,0.379858,2.18186,0.994401,0.438538,1.43311,0.406209,0.104167,1.75693,1.16999,1.13012,0.936458,0.66537,0.915332,1.09187,0.641424,0.585737,0.65953,3.36359,0.233372,0.835691,0.700723,1.38646,1.53327,1.23863,0.493675,0.261097,1.09133,0.70619,0.255428,0.616598,0.385109
202122,1.40336,0.66778,1.09841,1.66536,1.04082,1.09687,0.844346,0.506048,3.39437,2.29549,2.45639,0.718232,0.826709,0.825923,0.994475,0.569598,0.817867,1.03152,1.29566,0.415893,0.765167,0.715868,0.248648,0.564132,2.06818,1.33246,0.690571,2.27203,0.682247,0,1.77594,1.3029,1.11651,1.07082,0.708353,0.828893,1.04551,0.303951,0.599459,0.62715,3.48584,0.244643,0.956938,0.867706,1.55866,1.63366,1.50652,0.655022,0.320102,1.09514,0.6167,0.30037,0.765371,0.949668
202123,1.27709,0.618499,0.795508,1.31748,1.10162,1.00428,0.741621,0.414938,1.91538,2.02034,2.00959,0.451722,0.675295,0.792586,1.02156,0.577664,0.948148,0.778365,1.33187,0.408459,0.789736,0.69532,0.224719,0.554189,1.69709,1.19531,0.416125,1.5115,1.00386,0.102564,1.66685,1.25723,1.11971,1.06333,0.700255,2.10822,1.18902,0.635001,0.658565,0.620761,3.77847,0.330439,1.05722,0.848564,1.18751,1.59782,1.45724,0.501253,0.256246,1.10998,0.6991,0.286462,0.590913,0.699588
202124,1.04312,0.722752,0.766551,1.54564,1.07722,1.00361,0.901165,0.44058,3.08754,1.9855,1.86739,0.60274,0.890306,0.740888,0.948971,0.777202,0.910378,0.924549,1.26444,0.618625,0.944862,0.77861,0.214676,0.49497,2.0228,1.32507,0.585242,1.75246,1.85606,0,1.91345,1.17909,1.28165,1.21823,0.684418,0.685544,1.37755,0.270869,0.623624,0.687224,5.60081,0.270835,0.697956,0.640469,1.28356,1.75301,1.40765,0.753405,0.391645,1.19407,0.735378,0.243773,0.649195,0.568643
202125,1.11769,0.797799,0.768685,1.29553,1.1542,1.08229,0.834309,0.482063,2.59325,2.06384,1.80476,0.550122,0.804807,0.818186,0.959541,0.780089,0.90559,0.775316,1.32579,0.635866,1.18003,0.793913,0.220414,0.425014,2.05265,1.36127,0.705671,1.5234,0.852619,0,1.85682,1.05247,1.26047,1.22575,0.753112,0.839793,1.39526,0.308642,0.623158,0.701828,5.81689,0.313885,0.937643,0.815904,1.2867,1.80993,1.39361,0.660611,0.200938,1.29455,0.759167,0.306108,0.664257,0.995851
202126,1.17794,0.81187,0.718426,1.70305,1.26081,1.15853,0.742755,0.523739,3.39048,2.14459,1.74347,0.665927,0.669176,0.796784,0.841483,0.565611,1.30533,0.794523,1.3461,0.632788,1.00251,0.723231,0.257511,0.425129,1.93832,1.27602,0.617589,1.34494,1.70397,0.212314,2.00949,1.15927,1.26321,1.19559,0.910668,0.807658,1.16185,0.126302,0.559958,0.669853,5.73622,0.381443,0.720732,0.827997,1.32077,1.6921,1.39101,0.520833,0.34459,1.29501,0.710404,0.149124,0.65838,0.492409
202127,1.1695,1.10931,0.827283,1.76354,1.30785,0.974223,0.880235,0.527413,3.03153,2.41565,1.82749,0.835476,0.690081,0.904422,0.897998,0.609225,1.1906,0.973796,1.54795,0.745712,1.17329,0.855239,0.3003,0.388845,2.16285,1.5016,0.569432,1.46509,1.47,0,1.99112,1.29166,1.13866,1.3497,0.943103,0.936494,1.24832,0.525855,0.71825,0.740297,1.32841,0.373244,0.763457,0.752674,1.56314,1.9251,1.71183,0.695187,0.472016,1.35666,0.741317,0.319064,0.735224,0.357622
202128,1.38504,0.854922,0.748827,1.81906,1.62858,1.11829,0.805708,0.579581,3.09902,2.68125,1.98566,0.989555,0.74476,0.938297,1.02663,0.354108,1.17939,1.0063,1.92808,0.630874,1.48436,0.786909,0.180897,0.328817,2.29224,1.83379,0.606436,1.6974,1.51193,0.0980392,2.15368,1.35426,1.15302,1.36006,1.05595,1.06698,1.27144,1.05023,0.830288,0.680121,2.42215,0.610973,0.745028,0.776332,1.61905,2.04186,1.56199,0.687104,1.54131,1.38145,0.770986,0.274753,0.843725,0.339175
202129,1.64167,1.02715,1.00271,2.06046,1.67886,1.18326,0.999641,0.540662,4.26966,3.28383,2.41358,0.542823,1.0465,0.98662,1.24609,0.442027,1.51105,1.36142,2.22955,0.551848,1.5457,0.851023,0.354093,0.401424,3.54739,1.76323,0.782875,1.87095,0.935222,0.0921659,2.17618,1.8775,1.38025,1.60512,1.26701,0.973451,1.40477,1.7899,0.943188,0.734911,8.26185,0.622764,1.24389,0.809129,1.79681,2.37653,1.84391,0.672405,0.615595,1.59974,0.966089,0.311589,0.746165,0.94246
202130,1.66756,1.34376,1.2023,1.95722,1.87683,1.18572,1.16424,0.648464,4.63975,3.81073,2.97688,1.34731,1.21231,1.08829,1.3104,0.351865,1.51452,1.61778,2.19679,0.827515,1.65553,0.986784,0.453148,0.504621,2.66075,1.90104,0.853384,2.0282,2.08805,0,2.50238,1.86687,1.38601,1.72447,1.4793,0.936037,1.16927,1.54062,1.16992,0.846338,8.72146,0.470958,1.0036,0.862427,2.29421,2.56915,1.56741,0.815439,0.184275,1.6742,0.966559,0.466651,0.794071,0.931099
202131,1.9494,1.01059,1.98622,1.91488,2.09526,1.01027,1.1726,0.71248,4.79987,4.02481,3.36477,1.28834,1.39288,1.16821,1.57916,0.56926,2.06581,1.80914,2.05753,0.759205,1.72254,1.04275,0.379376,0.600601,2.35946,1.68405,0.861244,2.26114,2.05858,0,2.61843,2.31818,1.57921,1.65463,1.67357,1.48209,1.42681,1.31749,1.43367,1.02086,9.09492,0.403063,1.38564,0.907298,2.26488,2.70133,1.60101,1.02721,0.264901,1.95262,1.10441,0.45045,0.754305,0.537153
202132,1.90421,1.42266,1.79555,1.4232,2.13527,1.20209,1.1873,0.725514,4.5749,4.14157,4.67151,1.07307,1.31424,1.1868,1.75115,0.44603,1.63934,2.00994,1.98462,0.652837,1.79538,1.03854,0.454287,0.508073,2.82226,1.76056,1.28913,2.16353,2.1799,0,2.89354,2.75915,1.5096,1.68733,1.73927,1.18787,1.63683,1.27761,1.78215,1.06959,9.08649,0.479698,1.48806,0.647311,2.46324,2.59402,1.55841,1.18627,0.381679,2.08509,1.24937,0.301205,0.936431,0.774443
202133,2.16364,1.14464,2.2842,1.58546,2.35846,1.43548,1.24733,0.711744,5.11501,4.21944,5.12632,2.07692,1.53811,1.26182,2.25208,0.385569,1.75044,2.54273,1.74705,0.708953,1.67643,1.03048,0.811001,0.494919,3.14813,1.6163,1.15924,2.47373,2.61554,0,2.79915,3.26562,1.5524,1.73293,1.8099,1.28242,1.72896,1.7199,1.63714,1.04947,8.42572,0.566481,1.59211,0.836653,3.20305,2.80512,1.87407,0.970649,0.262467,2.37368,1.26407,0.443252,0.914742,0.690608
202134,2.64229,1.77936,2.17355,1.60261,2.3347,1.91202,1.27553,0.758937,4.32547,4.02221,4.40142,2.34574,2.06911,1.28167,2.47834,0.585892,1.87196,2.46129,1.60679,0.753864,1.8091,1.01277,0.474129,0.427841,3.27844,1.56884,1.03501,2.88819,2.03847,0,2.72951,3.82237,1.49765,1.66949,1.98802,1.53753,1.7409,1.74749,1.64161,1.20839,8.98494,0.325474,1.73558,0.940992,2.99507,3.31348,2.30882,1.4065,0.130719,2.48732,1.22618,1.15132,1.13542,1.87129
202135,2.38914,1.37662,1.94287,1.98792,2.72293,2.23108,1.13567,0.742574,4.63881,3.74619,4.24519,0.851064,2.60092,1.36244,2.13314,0.767881,2.03648,2.46223,1.3136,1.03736,1.88144,1.02415,0.361609,0.424866,2.09995,1.95353,1.35979,2.67029,2.51427,0.0747384,2.52156,3.38481,1.4689,1.46311,2.04899,2.65823,1.87151,1.56906,1.58641,1.33485,9.85044,0.345909,1.75183,0.900164,2.78129,3.38288,2.26504,0.725275,0.0675676,2.84223,1.3241,0.823742,0.996956,2.58359
202136,2.15564,0,1.81628,1.74611,2.38747,2.20324,1.27285,1.08418,5.14523,3.40099,3.55588,1.26761,2.57629,1.41146,2.00395,0.756348,2.04989,2.30092,1.14261,1.08821,2.31404,1.23445,0.610687,0.598859,2.61519,2.16608,1.6119,2.70174,1.55654,0.303721,3.2377,2.95827,1.58527,1.62265,2.16572,2.00111,2.05924,1.41335,1.56961,1.72687,8.69565,0.256177,1.44668,1.27548,2.69177,3.16486,2.45133,1.1486,0.390879,2.90571,1.28167,0.704523,1.39422,1.72786
202137,1.65406,1.40845,1.91534,1.54333,2.02745,2.02255,1.45508,0.945606,5.45844,2.89726,2.9104,1.03377,2.14236,1.33076,1.79581,1.7523,1.50881,1.9094,0.94621,1.29136,2.2778,1.17043,0.630694,0.895024,1.73403,1.95316,1.5481,2.14618,2.5368,0.350263,3.04814,2.41573,1.79243,1.75263,1.90277,2.01762,2.52837,1.24827,1.32503,1.73827,8.42105,0.42303,1.46059,1.16302,1.80737,2.72222,2.01902,1.09709,0.522534,2.92606,1.41689,0.681007,1.55202,2.14928
202138,1.63054,1.26935,1.5257,1.28444,1.89354,1.88778,1.27961,0.999216,7.28814,2.67667,2.53302,0.965447,1.9328,1.24349,1.62679,1.38864,1.5082,1.90924,0.89535,1.42171,2.29931,1.2885,0.786247,1.42057,1.77446,1.87535,1.75799,2.04291,2.0175,0,3.36504,2.49159,1.97953,2.15561,1.6075,2.88898,1.47586,0.923154,1.42025,1.64311,7.9312,0.310963,0.969453,0.948577,1.55097,2.26962,2.06325,1.01498,0.382653,2.84729,1.50085,0.438498,1.41084,2.25933
202139,1.72235,1.40396,1.76455,1.30267,1.63206,1.99639,1.49947,1.2616,5.67974,2.68945,2.3478,0.782779,1.82841,1.27059,1.3661,1.17955,1.38116,1.71466,0.891454,1.15738,2.1285,1.36196,0.852985,1.21867,2.19598,1.88679,1.89991,2.28161,2.02759,0,3.55039,2.50359,2.23827,2.46749,1.43506,2.14246,1.6135,0.883869,0.953895,1.59999,7.57874,0.343335,1.0447,1.26715,1.56268,2.21705,2.1684,0.879567,0.254453,2.72168,1.50769,0.390078,1.44815,1.70762
202140,1.62149,1.30255,1.76149,1.67041,1.65106,2.2612,1.59334,1.07165,4.63744,2.67425,2.41484,0.7695,1.73527,0.997693,1.44233,1.49855,1.35104,1.68904,1.1269,1.22684,2.22336,1.26973,1.65491,4.64811,2.42783,1.66713,1.39758,2.1225,2.15848,0,3.52746,2.63779,2.2859,2.22137,1.38405,2.10835,2.71572,1.0532,1.35573,1.59767,10.688,0.378328,1.26172,0.90145,1.56992,2.42552,1.91896,1.12666,0.372539,2.59608,1.49941,2.07327,1.18857,1.66911
202141,1.55099,1.34621,1.82393,1.36207,1.59992,2.3174,1.69796,1.00167,4.56906,2.72172,2.55923,0.631164,1.77497,1.01158,1.37193,1.49365,1.28875,1.60425,0.984992,1.32055,1.98462,1.21125,1.46329,4.0137,2.46793,1.73652,1.67267,1.97332,1.71037,0.339559,3.24383,2.83335,2.11982,2.21315,1.28408,2.25941,2.68194,1.71585,1.39916,1.46971,8.08647,0.42494,1.19551,0.871434,1.44321,2.20494,2.19521,0.946548,0.33761,2.31852,1.55474,1.53263,1.05537,3.10743
202142,1.62996,1.15136,1.63209,1.42165,1.70283,2.19001,1.41355,0.846208,4.16427,2.8136,2.26014,0.768919,1.45523,1.04714,1.30851,1.01071,1.47227,1.39339,0.894295,1.19209,1.79331,1.11751,1.51339,3.75369,2.58256,1.49167,1.88889,2.13754,1.94034,0.37234,2.89477,2.94692,1.94862,2.08323,1.1447,3.05834,2.56432,1.27959,1.36386,1.62744,10.3738,0.336411,1.16174,0.865485,1.40926,2.21965,2.21968,0.930321,0.521512,2.17922,1.53321,1.46105,1.1237,3.18618
202143,1.73294,1.24638,1.79171,1.33308,1.70732,2.22154,1.44405,0.912799,4.85167,2.88016,2.48776,0.969064,1.42583,1.07399,1.31569,1.16261,1.07649,1.51619,0.924127,1.43434,1.87835,1.08467,1.50135,4.01662,2.56128,1.53139,1.76966,2.57089,2.22663,0.483325,3.01688,3.16667,1.94925,2.0343,1.23386,2.22337,2.48406,1.03934,1.33114,1.35388,13.2146,0.774174,1.20177,1.01381,1.25506,2.29476,2.43006,0.9328,0.256246,2.20879,1.49618,1.35431,0.997424,2.82271
202144,1.8795,1.36945,2.41963,1.70017,1.67203,2.4819,1.68757,0.711249,3.14361,3.36512,2.94832,0.938392,1.64721,1.13671,1.53442,1.53916,1.125,2.09516,1.10511,1.37958,1.87742,1.20194,1.95906,4.16251,3.01175,1.75784,2.04439,2.0515,1.74385,0.659134,2.92396,3.68377,2.37059,2.03741,1.27527,3.16321,2.63929,1.47589,1.34605,1.46588,10.9978,2.43902,1.33219,1.09012,1.52591,2.48411,2.81697,1.03306,0.408441,2.08456,1.61163,1.07982,1.26867,2.7894
202145,2.28316,1.5802,2.30615,2.00504,1.8398,2.56926,1.64615,0.716204,4.03974,3.42705,3.87255,1.13698,1.41115,1.20989,1.73137,1.53151,1.38453,1.72853,1.31235,1.34598,1.86639,1.42089,2.06857,4.21393,3.20581,1.88063,1.89433,1.98819,1.80188,0.583576,3.54605,4.12931,2.24516,2.22906,1.45365,2.70124,2.98544,1.62584,1.30702,1.80583,8.93328,1.53271,1.77053,0.851417,1.8553,2.58345,2.92151,1.2418,0.394997,2.16275,1.62292,1.23132,1.17731,1.95109
202146,2.47616,1.41757,2.12144,2.21832,1.72431,2.62745,1.64953,1.07538,4.28652,3.5257,3.96431,1.17754,1.48301,1.43908,1.84841,1.36841,1.38353,2.03022,1.34101,1.44477,1.88227,1.56633,1.84995,4.21941,3.8602,1.86786,1.85266,2.38732,1.85384,0.381841,3.51875,4.10173,2.3807,2.09539,1.48564,2.44371,3.13049,1.89817,1.237,2.03356,9.44762,2.87348,1.9612,1.23561,2.47166,3.38916,3.10051,1.28423,0.574713,2.37955,1.80753,1.0863,1.16198,2.69956
202147,2.54058,1.18649,3.11502,2.79376,2.00482,2.45693,1.98943,1.29219,4.82759,3.46775,3.53354,1.44828,1.81143,1.75742,1.96114,2.39755,1.44125,2.62513,1.64779,2.01712,2.00656,2.00593,1.61134,5.29403,3.76357,2.0005,1.66534,2.88297,2.36619,0.530504,3.71823,4.31852,2.36538,2.25518,1.58873,2.97849,3.55792,1.63095,1.43278,1.8719,7.25113,1.13422,2.51547,1.43821,2.23907,3.14017,3.51876,1.20797,0.350631,2.6005,1.65177,1.12346,1.46954,1.27977
202148,2.4477,1.84157,2.60259,2.69342,1.90704,2.58523,2.33014,1.51265,4.46643,3.38403,3.54167,1.43443,1.72521,1.74822,2.27581,2.05548,1.8314,3.22573,1.81687,1.9305,2.15738,2.53869,1.54862,4.34585,3.43936,2.40304,1.33177,3.08425,2.33819,0.927214,4.22809,4.99917,2.88108,2.4746,2.01101,3.18012,3.37166,1.80039,1.4917,2.01044,9.41704,1.39695,2.83888,1.18974,2.74936,2.49466,2.73421,1.15473,0.778547,2.92979,1.85919,1.49379,1.35645,1.44092
202149,2.93129,1.80705,2.19125,2.9574,1.98793,2.7036,2.5608,2.06206,4.72881,3.51283,3.73272,1.66271,1.56972,2.01992,2.41038,3.57251,2.30144,2.79545,2.07024,1.67746,2.67994,2.86691,1.48712,4.45226,3.43564,2.27098,1.18937,2.8895,2.26864,2.10009,4.52903,4.30791,3.10424,2.5214,2.07274,3.75879,3.88302,1.81798,1.496,2.14058,9.10165,1.74942,2.97065,1.50017,3.12333,3.12317,2.75002,1.34271,0.374883,3.03233,1.70823,1.05948,1.33032,2.00679
202150,3.24416,3.18797,2.45232,2.63719,2.07135,2.97717,2.53169,2.31095,4.50856,4.2924,4.37392,2.01381,1.93641,2.2727,2.67178,4.0767,3.87324,3.12445,2.43575,1.84996,3.09115,2.81437,1.44868,5.02203,3.75364,2.99754,1.42121,2.96015,2.47185,1.31579,5.36646,4.27427,3.43446,3.05372,2.02761,4.17843,4.8126,3.18911,1.5183,2.27522,13.9526,1.87231,3.6395,1.953,3.83763,3.7103,2.96938,1.26664,0.508044,3.3145,1.75506,1.39815,1.402,1.73077
202151,3.98089,5.86915,2.65144,2.90318,3.02313,3.27527,3.02239,1.86008,3.96975,5.67413,6.60335,2.37869,2.72698,3.07748,3.09156,3.98532,2.92051,3.59678,3.72434,1.95299,4.84058,3.46429,1.82335,6.0608,4.03131,3.78528,2.28465,3.82622,3.58827,0.542986,7.92633,5.04329,3.88869,4.86339,2.49851,7.64414,5.60027,4.15864,1.81386,2.72487,18.6713,1.68684,4.38481,2.86567,5.52269,3.74172,3.55381,1.40812,1.67173,5.0457,2.14679,1.45183,2.00769,2.57069
202152,5.45518,3.32727,3.48886,3.37323,4.33867,4.09512,4.15731,3.08781,5.90112,6.74805,8.12271,2.36448,2.71246,3.43731,3.24488,4.1841,3.56987,4.28568,4.23887,1.92861,5.46662,4.39349,2.05826,6.63971,6.29745,4.34583,3.22985,5.1965,3.71423,0.856164,9.59632,6.36716,4.46933,6.02388,3.61623,9.03583,5.99767,3.88376,2.63486,3.74898,14.1026,1.88611,5.74112,3.09136,5.86288,5.31232,4.16064,1.25677,0.867052,7.47692,2.68772,2.13483,2.49326,2.17856
