state,missing_rate,MAE,MSE
New York,0.0,1.2729366723299091,4.296778497193953
New York,0.2,1.2701246415119531,4.300648614819879
New York,0.2,1.2671355699096374,4.2670200376968666
New York,0.4,1.3115866809743966,4.139959104761339
New York,0.4,1.3198099145086117,4.182332396871319
New York,0.6,1.2761471231319306,4.428225648193374
New York,0.6,1.2713210836125275,4.11546337959646
New York City,0.0,1.776186812831858,6.512939772945879
New York City,0.0,1.776186812831858,6.512939772945879
New York City,0.2,1.6839356383006496,6.690441437229203
New York City,0.2,1.7547876843097734,6.615461287354456
New York City,0.4,1.8336556032355371,6.521523736870896
New York City,0.4,1.7572093306506384,6.8787151564330875
New York City,0.6,1.7374416660726326,7.189147923531905
New York City,0.6,1.638870573946677,6.657143002394043
North Carolina,0.0,0.9830967046473494,2.669233084120269
North Carolina,0.0,0.9830967046473494,2.669233084120269
North Carolina,0.2,0.9638410432619057,2.70355923666632
North Carolina,0.2,0.9648796134675423,2.709656005103433
North Carolina,0.4,0.9268958413836594,2.6758215340717455
North Carolina,0.4,0.9590146911547429,2.827094205947599
North Carolina,0.6,0.9930856574081283,2.9444022807333026
North Carolina,0.6,0.9473769650132674,2.6900455601437634
North Dakota,0.0,2.001231181864004,5.2601471641230315
North Dakota,0.0,2.001231181864004,5.2601471641230315
North Dakota,0.2,3.5460647870017366,14.144619139291322
North Dakota,0.2,3.524270246220881,13.805846440885924
North Dakota,0.4,3.5627780367249735,14.381284863789741
North Dakota,0.4,3.374663107288938,12.991327031540854
North Dakota,0.6,3.3023660252226135,12.303512389864634
North Dakota,0.6,1.081994092706618,2.2572166511497156
Ohio,0.0,1.5780213481293976,7.300793618548677
Ohio,0.0,1.5780213481293976,7.300793618548677
Ohio,0.2,1.4040129755174153,7.7758437411910775
Ohio,0.2,1.5784053552242956,7.327590996237559
Ohio,0.4,1.400478128901759,7.846335517052338
Ohio,0.4,1.4777275625310817,6.928500076485666
Ohio,0.6,1.6459214063156338,6.9431682080663375
Ohio,0.6,1.8564666587375487,7.96674126369465
Oklahoma,0.0,1.0386035006267555,1.8074461522786585
Oklahoma,0.0,1.0386035006267555,1.8074461522786585
Oklahoma,0.2,0.9955963831637258,1.7254691228233223
Oklahoma,0.2,0.9710787486461909,1.7029116473017376
Oklahoma,0.4,0.7629641100317459,1.4633330348792941
Oklahoma,0.4,0.762668799780786,1.4438381484437548
Oklahoma,0.6,0.7482762210538766,1.2534484303330384
Oklahoma,0.6,0.7751330852657473,1.2999729836229545
Oregon,0.0,1.8457759847759954,9.845906454478873
Oregon,0.0,1.8457759847759954,9.845906454478873
Oregon,0.2,1.874810569736507,9.949843992669978
Oregon,0.2,1.751110559279759,9.414442266427292
Oregon,0.4,1.8458602394556547,9.8766399734068
Oregon,0.4,1.7305987931953783,9.256243278521099
Oregon,0.6,2.004948979822809,10.732606434779935
Oregon,0.6,1.9120051365610773,10.083144306230334
Pennsylvania,0.0,0.6791293509563975,1.2109729342490796
Pennsylvania,0.0,0.6791293509563975,1.2109729342490796
Pennsylvania,0.2,0.6564482724764564,1.2364911304509552
Pennsylvania,0.2,0.6746752718256223,1.4719892149270921
Pennsylvania,0.4,0.6360125638356985,1.357377153086674
Pennsylvania,0.4,0.6887536840205369,1.2168697062625375
Pennsylvania,0.6,0.7066828402077806,1.4387153548207692
Pennsylvania,0.6,0.5302769396176311,0.9814658683611251
Puerto Rico,0.0,3.1118154166285845,13.759775794195727
Puerto Rico,0.0,3.1118154166285845,13.759775794195727
Puerto Rico,0.2,2.896297175277866,12.437480462140835
Puerto Rico,0.2,3.0023060441559792,12.952824408064364
Puerto Rico,0.4,3.1052172691643496,13.625338560932404
Puerto Rico,0.4,2.34458171523004,8.451964090066523
Puerto Rico,0.6,2.91179793555952,12.416086895950155
Puerto Rico,0.6,3.2430089368362838,14.65578713864289
Rhode Island,0.0,1.0875084472551417,3.007659445342674
Rhode Island,0.0,1.0875084472551417,3.007659445342674
Rhode Island,0.2,1.0393474426606975,2.846564165318477
Rhode Island,0.2,1.126971939485555,3.1598831698709335
Rhode Island,0.4,0.9918277157042041,2.6822682514378684
Rhode Island,0.4,0.9765562430847277,2.6502450575337355
Rhode Island,0.6,1.057490471612797,2.944574993238169
Rhode Island,0.6,0.9746183424694402,2.626292480817619
South Carolina,0.0,1.904872252666509,11.403975545745055
South Carolina,0.0,1.904872252666509,11.403975545745055
South Carolina,0.2,1.8578413444885178,11.605936333699471
South Carolina,0.2,1.9044304663518195,11.297899458525832
South Carolina,0.4,2.009082465990066,10.90571621917252
South Carolina,0.4,1.8313975610112887,11.336554841212509
South Carolina,0.6,2.03467424485336,11.101639173577501
South Carolina,0.6,1.7020693285286275,11.238236940146104
South Dakota,0.0,0.45239276737827344,0.505600945533226
South Dakota,0.0,0.45239276737827344,0.505600945533226
South Dakota,0.2,0.4684549576647387,0.5012535023930788
South Dakota,0.2,0.4377407149773135,0.5080423210707093
South Dakota,0.4,0.45166035947353284,0.6429728786679243
South Dakota,0.4,0.4234316676636866,0.5533104299040019
South Dakota,0.6,0.41904879001932055,0.5540618320476203
South Dakota,0.6,0.4688621299965784,0.49809431370700735
Tennessee,0.0,1.8228820525524263,6.827471909294242
Tennessee,0.0,1.8228820525524263,6.827471909294242
Tennessee,0.2,1.6802683060939747,8.527944953802304
Tennessee,0.2,1.784990503456441,6.817030688690986
Tennessee,0.4,1.632514145700162,7.938541194796256
Tennessee,0.4,1.684719062067933,8.149647938568526
Tennessee,0.6,1.9438171608619714,6.171321899740263
Tennessee,0.6,1.681750398775785,8.272496091968629
Texas,0.0,1.128697528977837,2.8467827480412717
Texas,0.0,1.128697528977837,2.8467827480412717
Texas,0.2,1.1817435848703686,2.8392136953978193
Texas,0.2,1.1753683261454895,2.885553799367242
Texas,0.4,1.1104186880898246,3.2500411729104743
Texas,0.4,1.3017094349320217,2.9067141195997706
Texas,0.6,1.6393400721292892,3.8386319686144263
Texas,0.6,1.3836143419907414,4.551961350933334
Utah,0.0,0.7497198853605467,1.0995847840543687
Utah,0.0,0.7497198853605467,1.0995847840543687
Utah,0.2,0.6771065498300529,0.9392463762123118
Utah,0.2,0.6996637493828012,0.9141557642986781
Utah,0.4,0.803611509583573,1.199457234902231
Utah,0.4,0.7335867781967899,1.0560272002821918
Utah,0.6,0.7530220478559188,1.0683959344622997
Utah,0.6,0.7191377885115566,1.049616487568932
Vermont,0.0,1.2235193522869598,2.801329388433612
Vermont,0.0,1.2235193522869598,2.801329388433612
Vermont,0.2,1.200014213722366,2.735805598946832
Vermont,0.2,1.2494728625813079,2.8471926367347216
Vermont,0.4,1.1832128769590138,2.666671473733213
Vermont,0.4,1.1188947206127453,2.5800926203536916
Vermont,0.6,1.1735411870470762,2.6732500148948355
Vermont,0.6,1.026802207063226,2.2512837019357583
Virgin Islands,0.0,0.8280410079051382,1.0625081403031562
Virgin Islands,0.0,0.8280410079051382,1.0625081403031562
Virgin Islands,0.2,0.8267978835028079,1.0045316166287104
Virgin Islands,0.2,0.812149377866408,1.0198318101433703
Virgin Islands,0.4,0.7021685019591802,0.7983675585724994
Virgin Islands,0.4,0.9742774754390441,1.3353375102364322
Virgin Islands,0.6,0.8928062531234578,1.1031627817787282
Virgin Islands,0.6,0.8606142449327912,1.053849341922674
Virginia,0.0,1.108450978685231,2.883979916750249
Virginia,0.0,1.108450978685231,2.883979916750249
Virginia,0.2,1.113322219656517,2.8717624908782113
Virginia,0.2,1.0276684479744884,3.0539214746549845
Virginia,0.4,1.0447925456896596,2.9807474450388027
Virginia,0.4,1.0525453842384056,2.981500784259144
Virginia,0.6,1.0123139047358898,3.305260450845568
Virginia,0.6,1.0602402654376764,3.5751192824169182
Washington,0.0,1.3773775414771416,5.887668235774545
Washington,0.0,1.3773775414771416,5.887668235774545
Washington,0.2,1.387951315536813,5.9202925923070095
Washington,0.2,1.49535583901505,6.2196183485545715
Washington,0.4,1.3657004138427353,5.764177967734642
Washington,0.4,1.3238741382322285,5.383721583290352
Washington,0.6,1.3354414223626085,5.120455462893026
Washington,0.6,1.3041168323356953,5.585479254520548
West Virginia,0.0,1.120065937321833,1.5784725428442616
West Virginia,0.0,1.120065937321833,1.5784725428442616
West Virginia,0.2,0.6491027204618514,0.9233899954752874
West Virginia,0.2,1.1157233624568563,1.5422598375364842
West Virginia,0.4,0.7605394398997988,0.917436098387836
West Virginia,0.4,0.7001836192043235,1.0304382945108952
West Virginia,0.6,0.6965466416587817,0.9515944967970457
West Virginia,0.6,0.7290052444681023,0.9530025030322367
Wisconsin,0.0,0.6165709898328116,1.2888429557040086
Wisconsin,0.0,0.6165709898328116,1.2888429557040086
Wisconsin,0.2,0.6142713518227936,1.3241491219754304
Wisconsin,0.2,0.6520993800603658,1.203020312424758
Wisconsin,0.4,0.7048803669219748,1.6079697791061318
Wisconsin,0.4,0.6470526432164169,1.2341554554046117
Wisconsin,0.6,0.7461383861664509,1.6206983801734869
Wisconsin,0.6,0.6794852710340132,1.483849340088084
Wyoming,0.0,0.8093618642883161,1.0306858513219015
Wyoming,0.0,0.8093618642883161,1.0306858513219015
Wyoming,0.2,2.698942131397326,8.870539840193766
Wyoming,0.2,0.8022228890153331,1.0956901016523093
Wyoming,0.4,0.9275655569375237,1.3293735411857897
Wyoming,0.4,0.8156414754389198,1.0477404518968336
Wyoming,0.6,0.9739082409709484,1.437384207136688
Wyoming,0.6,0.9037759441405705,1.170274254752997
